type,subtype,ts,user,text,client_msg_id,team,user_team,source_team,user_profile,attachments,blocks,edited,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,replies,is_locked,subscribed,last_read,files,upload,display_as_bot,reactions,parent_user_id,bot_id,bot_profile,inviter,topic
message,channel_join,1616236906.0002,U01S1CWGTU4,<@U01S1CWGTU4> has joined the channel,,,,,,,,,,,,,,,,,,,,,,,,,,
message,,1619253178.004,U01S79YDELR,"I received this message. It seems we need to create a token for using GitHub now.
“Basic authentication using a password to Git is deprecated and will soon no longer work. Visit <https://github.blog/2020-12-15-token-authentication-requirements-for-git-operations/> for more information around suggested workarounds and removal dates.”",29c7e7e3-a723-4af5-9a89-9e09c1a2a82a,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '606def897de6', 'image_72': 'https://avatars.slack-edge.com/2021-03-22/1910932493456_606def897de66681d932_72.jpg', 'first_name': '', 'real_name': 'Karina Condeixa', 'display_name': 'Karina Condeixa', 'team': 'T01RBRV5F7H', 'name': 'karina.condeixa', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'The GitHub Blog', 'title': 'Token authentication requirements for Git operations - The GitHub Blog', 'title_link': 'https://github.blog/2020-12-15-token-authentication-requirements-for-git-operations/', 'text': 'Beginning August 13th, 2021, we will no longer accept account passwords when authenticating Git operations on <http://GitHub.com|GitHub.com> and will instead require token-based authentication (for example, a personal access, OAuth, or GitHub App installation token) for all authenticated Git operations.', 'fallback': 'The GitHub Blog: Token authentication requirements for Git operations - The GitHub Blog', 'image_url': 'https://github.blog/wp-content/uploads/2019/09/security-1200-630.png?fit=1200%2C630', 'image_width': 476, 'image_height': 250, 'ts': 1608064131, 'from_url': 'https://github.blog/2020-12-15-token-authentication-requirements-for-git-operations/', 'image_bytes': 134233, 'service_icon': 'https://github.blog/wp-content/uploads/2019/01/cropped-github-favicon-512.png?fit=180%2C180', 'id': 1, 'original_url': 'https://github.blog/2020-12-15-token-authentication-requirements-for-git-operations/'}]","[{'type': 'rich_text', 'block_id': '92Fy7', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I received this message. It seems we need to create a token for using GitHub now.\n“Basic authentication using a password to Git is deprecated and will soon no longer work. Visit\xa0'}, {'type': 'link', 'url': 'https://github.blog/2020-12-15-token-authentication-requirements-for-git-operations/'}, {'type': 'text', 'text': '\xa0for more information around suggested workarounds and removal dates.”'}]}]}]",,,,,,,,,,,,,,,,,,,
message,,1619325545.0053,U01S79YDELR,"<@U01RSRE0N3D>  <@U01SJKB2MG8> <@U01RW140HBP> Could you please recommend me resources about API and web scrapping? also using docker with them? I would like to contribute to academic research, making scrappy for published papers in a specific field and an analysis of trends.",31f652b8-9c65-439a-b7e8-44ec149fb0f2,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '606def897de6', 'image_72': 'https://avatars.slack-edge.com/2021-03-22/1910932493456_606def897de66681d932_72.jpg', 'first_name': '', 'real_name': 'Karina Condeixa', 'display_name': 'Karina Condeixa', 'team': 'T01RBRV5F7H', 'name': 'karina.condeixa', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'fYZh', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'user', 'user_id': 'U01RSRE0N3D'}, {'type': 'text', 'text': '  '}, {'type': 'user', 'user_id': 'U01SJKB2MG8'}, {'type': 'text', 'text': ' '}, {'type': 'user', 'user_id': 'U01RW140HBP'}, {'type': 'text', 'text': ' Could\xa0you please recommend me resources about API and web scrapping? also using docker with them? I would like to contribute to academic research, making scrappy for published papers in a specific field and an analysis of trends.'}]}]}]","{'user': 'U01S79YDELR', 'ts': '1619326032.000000'}",1619325545.0053,2.0,2.0,1619336521.0066,"['U01SJKB2MG8', 'U01S79YDELR']","[{'user': 'U01SJKB2MG8', 'ts': '1619336314.006300'}, {'user': 'U01S79YDELR', 'ts': '1619336521.006600'}]",0.0,1.0,1619336521.0066,,,,,,,,,
message,,1617872536.0003,U01RW140HBP,<@U01S7KCL3DF> colourful handout,,,,,,,"[{'type': 'rich_text', 'block_id': 'iIW', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'user', 'user_id': 'U01S7KCL3DF'}, {'type': 'text', 'text': ' colourful handout'}]}]}]",,,,,,,,,,,"[{'id': 'F01U0QHA4M7', 'created': 1617872529, 'timestamp': 1617872529, 'name': 'image.png', 'title': 'image.png', 'mimetype': 'image/png', 'filetype': 'png', 'pretty_type': 'PNG', 'user': 'U01RW140HBP', 'editable': False, 'size': 231544, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01U0QHA4M7/image.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01U0QHA4M7/download/image.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_64': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0QHA4M7-9a3d1412d5/image_64.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_80': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0QHA4M7-9a3d1412d5/image_80.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0QHA4M7-9a3d1412d5/image_360.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360_w': 360, 'thumb_360_h': 277, 'thumb_480': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0QHA4M7-9a3d1412d5/image_480.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_480_w': 480, 'thumb_480_h': 370, 'thumb_160': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0QHA4M7-9a3d1412d5/image_160.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_720': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0QHA4M7-9a3d1412d5/image_720.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_720_w': 720, 'thumb_720_h': 555, 'thumb_800': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0QHA4M7-9a3d1412d5/image_800.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_800_w': 800, 'thumb_800_h': 616, 'thumb_960': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0QHA4M7-9a3d1412d5/image_960.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_960_w': 960, 'thumb_960_h': 740, 'thumb_1024': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0QHA4M7-9a3d1412d5/image_1024.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_1024_w': 1024, 'thumb_1024_h': 789, 'original_w': 1059, 'original_h': 816, 'thumb_tiny': 'AwAkADDQYkAnsOtRkFVLF2wBmnsTkY7nmo5GYEKELA9aaENDgIJPMcjPQ1LHIJFytQhm8j/VdD93FTR4wAMdM4psB2R60EK3UA0mPY0oA9KkY7/PSmZO33+nvT8c/wD16YFOzHH5+9AC5O49fyoB+v5U1cF3HGeacBz2/OgBaKKKAFpNq4xgYpaKAGCNQzNzzTgoHQUtFACUUUUAf//Z', 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01RW140HBP/F01U0QHA4M7/image.png', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F01U0QHA4M7-9466ce7c90', 'is_starred': False, 'has_rich_preview': False}]",False,0.0,"[{'name': 'rainbow', 'users': ['U01S7KCL3DF'], 'count': 1}, {'name': '+1', 'users': ['U01SK96QF5E'], 'count': 1}]",,,,,
message,,1617872613.0005,U01RW140HBP,also this might be helpful,,,,,,,"[{'type': 'rich_text', 'block_id': 'kmi', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'also this might be helpful'}]}]}]",,,,,,,,,,,"[{'id': 'F01TNCSFFGB', 'created': 1617872605, 'timestamp': 1617872605, 'name': 'intro_sql_joins.pptx', 'title': 'intro_sql_joins.pptx', 'mimetype': 'application/vnd.openxmlformats-officedocument.presentationml.presentation', 'filetype': 'pptx', 'pretty_type': 'PowerPoint Presentation', 'user': 'U01RW140HBP', 'editable': False, 'size': 2185001, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01TNCSFFGB/intro_sql_joins.pptx?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01TNCSFFGB/download/intro_sql_joins.pptx?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'converted_pdf': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TNCSFFGB-f42d103c0b/intro_sql_joins_converted.pdf?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_pdf': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TNCSFFGB-f42d103c0b/intro_sql_joins_thumb_pdf.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_pdf_w': 1100, 'thumb_pdf_h': 619, 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01RW140HBP/F01TNCSFFGB/intro_sql_joins.pptx', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F01TNCSFFGB-adf326d6dc', 'is_starred': False, 'has_rich_preview': False}]",False,0.0,,,,,,
message,,1617879059.0011,U01RW140HBP,useful images :,,,,,,,"[{'type': 'rich_text', 'block_id': 'kZ+o', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'useful images :'}]}]}]",,,,,,,,,,,"[{'id': 'F01TKEXJZSR', 'created': 1617879052, 'timestamp': 1617879052, 'name': 'SQL_order_of_execution_1_xd76fb.png', 'title': 'SQL_order_of_execution_1_xd76fb.png', 'mimetype': 'image/png', 'filetype': 'png', 'pretty_type': 'PNG', 'user': 'U01RW140HBP', 'editable': False, 'size': 82648, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01TKEXJZSR/sql_order_of_execution_1_xd76fb.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01TKEXJZSR/download/sql_order_of_execution_1_xd76fb.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_64': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TKEXJZSR-c8636656c0/sql_order_of_execution_1_xd76fb_64.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_80': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TKEXJZSR-c8636656c0/sql_order_of_execution_1_xd76fb_80.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TKEXJZSR-c8636656c0/sql_order_of_execution_1_xd76fb_360.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360_w': 360, 'thumb_360_h': 278, 'thumb_480': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TKEXJZSR-c8636656c0/sql_order_of_execution_1_xd76fb_480.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_480_w': 480, 'thumb_480_h': 371, 'thumb_160': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TKEXJZSR-c8636656c0/sql_order_of_execution_1_xd76fb_160.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_720': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TKEXJZSR-c8636656c0/sql_order_of_execution_1_xd76fb_720.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_720_w': 720, 'thumb_720_h': 556, 'thumb_800': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TKEXJZSR-c8636656c0/sql_order_of_execution_1_xd76fb_800.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_800_w': 800, 'thumb_800_h': 618, 'thumb_960': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TKEXJZSR-c8636656c0/sql_order_of_execution_1_xd76fb_960.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_960_w': 960, 'thumb_960_h': 742, 'thumb_1024': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TKEXJZSR-c8636656c0/sql_order_of_execution_1_xd76fb_1024.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_1024_w': 1024, 'thumb_1024_h': 791, 'original_w': 2000, 'original_h': 1545, 'thumb_tiny': 'AwAlADCiBxnb+OaQYPAXn60cY6HNIMZ56e1USKBxnbn3zR1OFFAxjkHNIOvOaAHAcfd/WkI46Y/GgDjv+dBH1oAAeMbiPagcHqR70o6feApBww5x70AAPH3iKAec5I96B0+8BQOG6496AFH3e9IR35/GlBGBSMc+lACZ4xgUDg0UUAGeMYFAODRRQAu7A6CkzSUtAH//2Q==', 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01RW140HBP/F01TKEXJZSR/sql_order_of_execution_1_xd76fb.png', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F01TKEXJZSR-87bf71bc95', 'is_starred': False, 'has_rich_preview': False}, {'id': 'F01TNH97K8A', 'created': 1617879054, 'timestamp': 1617879054, 'name': 'cardinality.jpeg', 'title': 'cardinality.jpeg', 'mimetype': 'image/jpeg', 'filetype': 'jpg', 'pretty_type': 'JPEG', 'user': 'U01RW140HBP', 'editable': False, 'size': 19496, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01TNH97K8A/cardinality.jpeg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01TNH97K8A/download/cardinality.jpeg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_64': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TNH97K8A-8b715c651e/cardinality_64.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_80': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TNH97K8A-8b715c651e/cardinality_80.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TNH97K8A-8b715c651e/cardinality_360.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360_w': 329, 'thumb_360_h': 360, 'thumb_160': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TNH97K8A-8b715c651e/cardinality_160.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'original_w': 424, 'original_h': 464, 'thumb_tiny': 'AwAwACvQPU/M35Uc+r/lSnOTwKMt6CgBACf4m/Knjgdc0g3Z5xiloAM0Un8VLQA3HJ+Y/nRj/aNIQu48H8qMD0P/AHzQA4D3JpaauOwx+FOoATPOPalpvO6nUAMOcngUf8BWlIOTyfzow3qfzoAVQQegH0paQDHcmlNACd8UtJjnNKKAP//Z', 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01RW140HBP/F01TNH97K8A/cardinality.jpeg', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F01TNH97K8A-ff24dfb964', 'is_starred': False, 'has_rich_preview': False}]",False,,,,,,,
message,,1619624057.0121,U01RW140HBP,<https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7908195/>,a09d6386-ce42-498e-95f7-ab193d1ab9ea,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '4c43a3a8d10b', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1895736308209_4c43a3a8d10bc2fe5e13_72.png', 'first_name': 'siand', 'real_name': 'siand the LT (she/her)', 'display_name': 'siand the LT (she/her)', 'team': 'T01RBRV5F7H', 'name': 'sian.davies', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'PubMed Central (PMC)', 'title': 'Anxiety and Panic Buying Behaviour during COVID-19 Pandemic—A Qualitative Analysis of Toilet Paper Hoarding Contents on Twitter', 'title_link': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7908195/', 'text': 'Background: The coronavirus disease 2019 (COVID-19) pandemic had increased population-level anxiety and had elicited panic buying behaviour across the world. The over-hoarding of toilet paper has received a lot of negative public attention. In this work, ...', 'fallback': 'PubMed Central (PMC): Anxiety and Panic Buying Behaviour during COVID-19 Pandemic—A Qualitative Analysis of Toilet Paper Hoarding Contents on Twitter', 'thumb_url': 'https://www.ncbi.nlm.nih.gov/corehtml/pmc/pmcgifs/pmc-logo-share.png', 'from_url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7908195/', 'thumb_width': 1200, 'thumb_height': 630, 'service_icon': 'http://www.ncbi.nlm.nih.gov/favicon.ico', 'id': 1, 'original_url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7908195/'}]","[{'type': 'rich_text', 'block_id': 'pT7fJ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7908195/'}]}]}]",,,,,,,,,,,,,,,,,,,
message,,1620209797.0125,U01RW140HBP,<https://www.datacamp.com/community/tutorials/pickle-python-tutorial>,2ff1776c-f32c-4d02-903e-241588e87e3d,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '4c43a3a8d10b', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1895736308209_4c43a3a8d10bc2fe5e13_72.png', 'first_name': 'siand', 'real_name': 'siand the LT (she/her)', 'display_name': 'siand the LT (she/her)', 'team': 'T01RBRV5F7H', 'name': 'sian.davies', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'DataCamp Community', 'title': 'Python Pickle Tutorial', 'title_link': 'https://www.datacamp.com/community/tutorials/pickle-python-tutorial', 'text': 'Discover the Python pickle module: learn about serialization, when (not) to use it, how to compress pickled objects, multiprocessing, and much more!', 'fallback': 'DataCamp Community: Python Pickle Tutorial', 'thumb_url': 'https://cdn.datacamp.com/community/logos/medium/placeholder.jpg', 'ts': 1522922400, 'from_url': 'https://www.datacamp.com/community/tutorials/pickle-python-tutorial', 'thumb_width': 300, 'thumb_height': 300, 'service_icon': 'https://learn.datacamp.com/favicon.ico', 'id': 1, 'original_url': 'https://www.datacamp.com/community/tutorials/pickle-python-tutorial'}]","[{'type': 'rich_text', 'block_id': 'ktG', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.datacamp.com/community/tutorials/pickle-python-tutorial'}]}]}]",,,,,,,,,,,,,,,,,,,
message,,1620209815.013,U01RW140HBP,"(as flo mentioned pickle a few times, im not sure when this was covered )",3f4b2121-76fa-402f-8968-dad2c3aef6b3,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '4c43a3a8d10b', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1895736308209_4c43a3a8d10bc2fe5e13_72.png', 'first_name': 'siand', 'real_name': 'siand the LT (she/her)', 'display_name': 'siand the LT (she/her)', 'team': 'T01RBRV5F7H', 'name': 'sian.davies', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'sWh8P', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': '(as flo mentioned pickle a few times, im not sure when this was covered )'}]}]}]",,,,,,,,,,,,,,,,,,,
message,,1620219389.0134,U01SJKB2MG8,from the modules workshop,,,,,,,"[{'type': 'rich_text', 'block_id': '5RpRF', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'from the modules workshop'}]}]}]",,1620219389.0134,1.0,1.0,1620219495.0135,['U01S7BM4N81'],"[{'user': 'U01S7BM4N81', 'ts': '1620219495.013500'}]",0.0,0.0,,"[{'id': 'F020YLGMH34', 'created': 1620219378, 'timestamp': 1620219378, 'name': 'python_modules.pdf', 'title': 'python_modules.pdf', 'mimetype': 'application/pdf', 'filetype': 'pdf', 'pretty_type': 'PDF', 'user': 'U01SJKB2MG8', 'editable': False, 'size': 329391, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F020YLGMH34/python_modules.pdf?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F020YLGMH34/download/python_modules.pdf?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_pdf': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F020YLGMH34-b3fe7da169/python_modules_thumb_pdf.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_pdf_w': 1100, 'thumb_pdf_h': 619, 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01SJKB2MG8/F020YLGMH34/python_modules.pdf', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F020YLGMH34-23164e72fc', 'is_starred': False, 'has_rich_preview': False}]",0.0,0.0,,,,,,
